default_header,review_body,label
930001,"WHICH ENDING IS ON IT?: I wondered if the disk had the original ending or the ""extended"" ending that came out a few years after the theatrical version.Well, it has the theatrical version ending; the extended ""inside the ship"" ending is included in the extra scenes chapter.Better this way, IMO, since the original leaves the sense of unknown in the viewer. And the inside of the ship was kind of simplistic anyway - it looks like rock concert lights!",1
940001,"I aint trying to here it: I really ain't trying to hear this album. I already know its whack cause number 1, do that dance, and what happened to that boy is not very good songs. and number 2, all the tracks talk about being a bird and flying in the sky. I know it's stupid. I bet he talks about being a stunna and a bird on the whole album. I'm not going to waste my time with this one. Baby really isn't a diverse rapper as u already know. On ever song u can just guess what he's gonna say next. 8 times out o ten u might be right.",0
950001,Professor unloads about basic concepts: This book may by now be sort of out of date but for folks like me who went to school before DNA was common knowledge it's a good read. My problem was with the author's analogies and metaphors. Clearly he's always preached to a captive audience. They are beyond quirky. He's English but that is no excuse. Any way the information about how genes work and mutate is good to know and here it is all in one place.,0
960001,Nice improvement: Wanted a louder horn on my 2011 Prius........got it!Easy plug and play install. Had to bend the stock bracket because this horn is a lot thicker than the stock one.,1
970001,"Excellent: I LOVE this CD. The way the album flows together is amazing. Every track has its own unique style. This is my second favorite in the ""Moods"" series.",1
980001,"The Rise of Theodore Roosevelt: Back in 1980's I was in college taking a class in american history on warfare. This was one of the books be had to read. Because we only took pieces here & there in the book, I never had the opportunity to read it front to back. I was one day doing some spring cleaning (old boxes), when I found it! Now I am reading it and finding/learning all kinds of cool stuff. I am reading Part One. It is a wonderful book to read to relax with before bedtime. Already I am learning so much about the Great Man he was. Some of our Presidents today need to read this also.The Rise of Theodore Roosevelt",1
990001,"This One Is Really Cute: This family comedy is warm, funny, and just pointed enough, without being abrasive or uncomfortable on the one hand, or sentimental and television-sweet on the other. The three daughters react in different ways, and struggle to figure out what's the best thing to do for their loved and loving mother. Tart, but not sour, in the best Spanish style. Highly recommended to all audiences, including those inclined to demonize.",1
1000001,"The Courage of Captain Plum: James Oliver Curwood wrote many wonderful stories. This isn't one of them. In fact, it doesn't read like one of his books.",0
1010001,"Great Album, Bad Pressing: Beware of anything on the Edsel label. I recently purchased this album, and ""Earth Music,"" and the audio quality is poor, at best. This is truly a perfect example of a lousy analog to digital transfer. Hopefully RCA will someday reissue both these albums themselves.",0
1020001,"Best Product On The Market: This is easily the best product on the market for playing your ipod in your car. All that nonsense that I read about it not working in an urban area is just that, nonsense. I live in New York City and go driving through Manhattan (it does not get anymore urban than Manhattan) and the reception and quality is fine. No, it's not CD quality, just what the radio plays but depending on your speakers and sound system and ipod sound settings, the sound would be up to par with CD sound. I've tried other products from griffin and everyone else, by far and away this is the best and gets a 5 star rating. Oh, and if you should get some static, put it closer to your car antenna or raise on a holster or something and the static will go away. And unlike your tape deck, there is no hissing, assuming you have found a good and clear station.",1
1030001,"very disappointing no support: So I rarely review anything online,but I really just wanted to say few things about this bra.so someone else doesn't get caught out.im a 38d with a 27 waist so im just big on top..and I cannot get over d reviews by people with bigger bust than me,dunno how they were supported by this bra.it is honestly for me anyway,was a glorified shelf tank top,absolutely no support total bounce and just very light.sports bras arent supposed to be VERY comfortable so I knew once I put it on that it wasn't gona be much use for running.i log 35+miles a wk,its prob good for yoga etc low impact sports.i would highly recommend the Juno great great bra for running or the enell 100 ,this is only my experience but I have it now and can't return it so tis a bit of a waste.good luck gals.",0
